"","Season","genus","species","Abundance","AbundDayTrap","RelAbund","RelAbundDayTrap"
"1","spring","Agapostemon","virescens",5,0.0396825396825397,0.234741784037559,0.218235101557263
"2","spring","Andrena","arabis",11,0.0922619047619048,0.516431924882629,0.507396611120637
"3","spring","Andrena","barbilabris",1,0.0178571428571429,0.0469483568075117,0.0982057957007685
"4","spring","Andrena","bisalicis",4,0.0426587301587302,0.187793427230047,0.234602734174058
"5","spring","Andrena","carlini",313,2.71456916099773,14.6948356807512,14.9288397686708
"6","spring","Andrena","commoda",1,0.00892857142857143,0.0469483568075117,0.0491028978503842
"7","spring","Andrena","crataegi",1,0.00892857142857143,0.0469483568075117,0.0491028978503842
"8","spring","Andrena","cressonii",7,0.0654761904761905,0.328638497652582,0.360087917569484
"9","spring","Andrena","dunningi",5,0.0429421768707483,0.234741784037559,0.236161556328039
"10","spring","Andrena","dunningi/barbara",3,0.0248015873015873,0.140845070422535,0.13639693847329
"11","spring","Andrena","erythronii",23,0.188492063492063,1.07981220657277,1.036616732397
"12","spring","Andrena","frigida",24,0.213151927437642,1.12676056338028,1.1722342597933
"13","spring","Andrena","geranii",2,0.0238095238095238,0.0938967136150235,0.130941060934358
"14","spring","Andrena","heraclei",4,0.0337301587301587,0.187793427230047,0.185499836323674
"15","spring","Andrena","hippotes",121,1.07157029478458,5.68075117370892,5.8931271531231
"16","spring","Andrena","imitatrix",11,0.0912698412698413,0.516431924882629,0.501940733581706
"17","spring","Andrena","mandibularis",19,0.156746031746032,0.892018779342723,0.86202865115119
"18","spring","Andrena","miserabilis",19,0.154761904761905,0.892018779342723,0.851116896073327
"19","spring","Andrena","nasonii",90,0.803854875283447,4.22535211267606,4.42081962868856
"20","spring","Andrena","nigrihirta",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"21","spring","Andrena","nr. illinoiensis",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"22","spring","Andrena","perplexa",99,0.853174603174603,4.64788732394366,4.69205468348116
"23","spring","Andrena","pruni",2,0.0158730158730159,0.0938967136150235,0.0872940406229053
"24","spring","Andrena","regularis",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"25","spring","Andrena","rugosa",16,0.138180272108844,0.751173708920188,0.759925800065471
"26","spring","Andrena","salictaria",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"27","spring","Andrena","sayi",5,0.0416666666666667,0.234741784037559,0.229146856635126
"28","spring","Andrena","thaspii",25,0.218537414965986,1.17370892018779,1.20185188071893
"29","spring","Andrena","tridens",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"30","spring","Andrena","vicina",6,0.0498866213151927,0.28169014084507,0.27435269910056
"31","spring","Andrena","zizae",4,0.0317460317460317,0.187793427230047,0.174588081245811
"32","spring","Augochlora","pura",19,0.186507936507937,0.892018779342723,1.02570497731914
"33","spring","Augochlorella","aurata",28,0.242063492063492,1.31455399061033,1.33123411949931
"34","spring","Bombus","bimaculatus",2,0.0168650793650794,0.0938967136150235,0.0927499181618369
"35","spring","Bombus","fervidus",7,0.0555555555555556,0.328638497652582,0.305529142180169
"36","spring","Bombus","griseocollis",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"37","spring","Bombus","impatiens",6,0.0486111111111111,0.28169014084507,0.267337999407648
"38","spring","Bombus","ternarius",6,0.0505952380952381,0.28169014084507,0.278249754485511
"39","spring","Bombus","vagans",2,0.018140589569161,0.0938967136150235,0.0997646178547489
"40","spring","Ceratina","calcarata",185,1.60926870748299,8.68544600938967,8.85021277922402
"41","spring","Ceratina","dupla",124,1.03982426303855,5.82159624413146,5.71853907187729
"42","spring","Ceratina","mikmaqi",47,0.378968253968254,2.20657276995305,2.08414521987186
"43","spring","Ceratina","strenua",2,0.0178571428571429,0.0938967136150235,0.0982057957007685
"44","spring","Colletes","inaequalis",10,0.0863095238095238,0.469483568075117,0.474661345887048
"45","spring","Halictus","confusus",14,0.117063492063492,0.657276995305164,0.643793549593927
"46","spring","Halictus","ligatus",4,0.0347222222222222,0.187793427230047,0.190955713862605
"47","spring","Halictus","rubicundus",11,0.0922619047619048,0.516431924882629,0.507396611120637
"48","spring","Lasioglossum","(Dialictus) sp",29,0.237386621315193,1.36150234741784,1.30551355395863
"49","spring","Lasioglossum","abanci",4,0.0317460317460317,0.187793427230047,0.174588081245811
"50","spring","Lasioglossum","acuminatum",2,0.0158730158730159,0.0938967136150235,0.0872940406229053
"51","spring","Lasioglossum","atwoodi",1,0.00892857142857143,0.0469483568075117,0.0491028978503842
"52","spring","Lasioglossum","birkmanni",1,0.00892857142857143,0.0469483568075117,0.0491028978503842
"53","spring","Lasioglossum","cinctipes",4,0.0317460317460317,0.187793427230047,0.174588081245811
"54","spring","Lasioglossum","coeruleum",21,0.186507936507937,0.985915492957746,1.02570497731914
"55","spring","Lasioglossum","coriaceum",14,0.114087301587302,0.657276995305164,0.627425916977132
"56","spring","Lasioglossum","cressonii",10,0.0803571428571428,0.469483568075117,0.441926080653458
"57","spring","Lasioglossum","ellisiae",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"58","spring","Lasioglossum","foxii",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"59","spring","Lasioglossum","hitchensi",37,0.300878684807256,1.73708920187793,1.65468971645025
"60","spring","Lasioglossum","laevissimum",25,0.220804988662132,1.17370892018779,1.21432245795077
"61","spring","Lasioglossum","leucozonium",6,0.0486111111111111,0.28169014084507,0.267337999407648
"62","spring","Lasioglossum","lineatulum",5,0.0416666666666667,0.234741784037559,0.229146856635126
"63","spring","Lasioglossum","nr. fattigi",82,0.664257369614513,3.84976525821596,3.65309971785319
"64","spring","Lasioglossum","nr. paradmirandum",47,0.385204081632653,2.20657276995305,2.11843930725943
"65","spring","Lasioglossum","nr. zephyrum",2,0.018140589569161,0.0938967136150235,0.0997646178547489
"66","spring","Lasioglossum","nymphaearum",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"67","spring","Lasioglossum","perpunctatum",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"68","spring","Lasioglossum","pilosum",17,0.140873015873016,0.7981220657277,0.774734610528285
"69","spring","Lasioglossum","quebecense",34,0.283730158730159,1.5962441314554,1.56038097613443
"70","spring","Lasioglossum","species",10,0.0892857142857143,0.469483568075117,0.491028978503842
"71","spring","Lasioglossum","species1",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"72","spring","Lasioglossum","versans",29,0.234126984126984,1.36150234741784,1.28758709918785
"73","spring","Lasioglossum","versatum",82,0.679705215419501,3.84976525821596,3.73805552524512
"74","spring","Lasioglossum","weemsi",9,0.0734126984126984,0.422535211267606,0.403734937880937
"75","spring","Lasioglossum","zephyrum",9,0.0773809523809524,0.422535211267606,0.425558448036664
"76","spring","Lasioglossum","zonulum",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"77","spring","Nomada","bethunei",2,0.0178571428571429,0.0938967136150235,0.0982057957007685
"78","spring","Nomada","bidentate1",21,0.173611111111111,0.985915492957746,0.954778569313027
"79","spring","Nomada","bidentate2",18,0.143849206349206,0.845070422535211,0.79110224314508
"80","spring","Nomada","bidentate3",34,0.323554421768707,1.5962441314554,1.77939548876869
"81","spring","Nomada","bidentate4",28,0.235969387755102,1.31455399061033,1.29771944318873
"82","spring","Nomada","composita",1,0.00892857142857143,0.0469483568075117,0.0491028978503842
"83","spring","Nomada","cressonii",1,0.00793650793650794,0.0469483568075117,0.0436470203114527
"84","spring","Nomada","gracilis",2,0.0168650793650794,0.0938967136150235,0.0927499181618369
"85","spring","Nomada","integerrima",4,0.0327380952380952,0.187793427230047,0.180043958784742
"86","spring","Nomada","luteoloides",48,0.415674603174603,2.25352112676056,2.28601268881233
"87","spring","Nomada","pygmaea",17,0.143849206349206,0.7981220657277,0.79110224314508
"88","spring","Nomada","sayi",2,0.0158730158730159,0.0938967136150235,0.0872940406229053
"89","spring","Osmia","atriventris",3,0.0248015873015873,0.140845070422535,0.13639693847329
"90","spring","Osmia","bucephala",3,0.0248015873015873,0.140845070422535,0.13639693847329
"91","spring","Osmia","cornifrons",125,1.04053287981859,5.86854460093897,5.72243612726224
"92","spring","Osmia","lignaria",2,0.0168650793650794,0.0938967136150235,0.0927499181618369
"93","spring","Osmia","pumila",15,0.123015873015873,0.704225352112676,0.676528814827516
"94","spring","Osmia","taurus",10,0.082624716553288,0.469483568075117,0.454396657885302
"95","spring","Sphecodes","minor",2,0.0178571428571429,0.0938967136150235,0.0982057957007685
"96","spring","Sphecodes","ranunculi",2,0.0178571428571429,0.0938967136150235,0.0982057957007685
"97","spring","Unidentified","bee (damaged)",10,0.0902777777777778,0.469483568075117,0.496484856042774
"98","summer","Agapostemon","texanus",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"99","summer","Agapostemon","virescens",109,1.75793650793651,11.1451942740286,10.7705025076759
"100","summer","Andrena","arabis",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"101","summer","Andrena","erythronii",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"102","summer","Andrena","hippotes",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"103","summer","Andrena","nasonii",2,0.0317460317460317,0.204498977505113,0.194501173953514
"104","summer","Andrena","nivalis",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"105","summer","Andrena","violae",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"106","summer","Andrena","wilkella",6,0.0972222222222222,0.613496932515337,0.595659845232637
"107","summer","Andrena","zizae",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"108","summer","Anthophora","terminalis",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"109","summer","Augochlora","pura",61,1.25187074829932,6.23721881390593,7.66994540074188
"110","summer","Augochlorella","aurata",27,0.454365079365079,2.76073619631902,2.78379805220967
"111","summer","Bombus","bimaculatus",5,0.0793650793650794,0.511247443762781,0.486252934883786
"112","summer","Bombus","fervidus",9,0.142857142857143,0.920245398773006,0.875255282790814
"113","summer","Bombus","griseocollis",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"114","summer","Bombus","impatiens",9,0.14484126984127,0.920245398773006,0.887411606162909
"115","summer","Bombus","vagans",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"116","summer","Ceratina","calcarata",20,0.319444444444444,2.04498977505112,1.95716806290724
"117","summer","Ceratina","dupla",4,0.0634920634920635,0.408997955010225,0.389002347907028
"118","summer","Ceratina","mikmaqi",21,0.33531746031746,2.14723926380368,2.05441864988399
"119","summer","Chelostoma","campanularum",2,0.0317460317460317,0.204498977505113,0.194501173953514
"120","summer","Halictus","confusus",6,0.0972222222222222,0.613496932515337,0.595659845232637
"121","summer","Halictus","ligatus",36,0.607142857142857,3.68098159509202,3.71983495186096
"122","summer","Halictus","rubicundus",7,0.111111111111111,0.715746421267894,0.6807541088373
"123","summer","Heriades","carinata",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"124","summer","Hoplitis","spoliata",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"125","summer","Hylaeus","annulatus",4,0.0833333333333333,0.408997955010225,0.510565581627975
"126","summer","Hylaeus","messillae",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"127","summer","Hylaeus","modestus",2,0.0317460317460317,0.204498977505113,0.194501173953514
"128","summer","Hylaeus","modestus group1",3,0.0476190476190476,0.306748466257669,0.291751760930271
"129","summer","Hylaeus","modestus group2",4,0.0634920634920635,0.408997955010225,0.389002347907028
"130","summer","Lasioglossum","(Dialictus) sp",5,0.0892857142857143,0.511247443762781,0.547034551744259
"131","summer","Lasioglossum","acuminatum",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"132","summer","Lasioglossum","albipenne",2,0.0317460317460317,0.204498977505113,0.194501173953514
"133","summer","Lasioglossum","birkmanni",1,0.0357142857142857,0.102249488752556,0.218813820697703
"134","summer","Lasioglossum","cinctipes",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"135","summer","Lasioglossum","coeruleum",26,0.436224489795918,2.65848670756646,2.67265452423624
"136","summer","Lasioglossum","coriaceum",9,0.14484126984127,0.920245398773006,0.887411606162909
"137","summer","Lasioglossum","cressonii",10,0.174603174603175,1.02249488752556,1.06975645674433
"138","summer","Lasioglossum","ellisiae",2,0.0317460317460317,0.204498977505113,0.194501173953514
"139","summer","Lasioglossum","hitchensi",27,0.428571428571429,2.76073619631902,2.62576584837244
"140","summer","Lasioglossum","imitatum",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"141","summer","Lasioglossum","leucozonium",193,3.15612244897959,19.7341513292434,19.3368899262285
"142","summer","Lasioglossum","lineatulum",6,0.0952380952380952,0.613496932515337,0.583503521860543
"143","summer","Lasioglossum","nr. fattigi",26,0.422619047619048,2.65848670756646,2.58929687825616
"144","summer","Lasioglossum","nr. paradmirandum",6,0.0952380952380952,0.613496932515337,0.583503521860543
"145","summer","Lasioglossum","nr. zephyrum",4,0.100566893424036,0.408997955010225,0.61615193320274
"146","summer","Lasioglossum","nymphaearum",10,0.19047619047619,1.02249488752556,1.16700704372109
"147","summer","Lasioglossum","obscurum",3,0.0476190476190476,0.306748466257669,0.291751760930271
"148","summer","Lasioglossum","pectorale",2,0.0317460317460317,0.204498977505113,0.194501173953514
"149","summer","Lasioglossum","perpunctatum",4,0.0694444444444444,0.408997955010225,0.425471318023312
"150","summer","Lasioglossum","pilosum",14,0.222222222222222,1.43149284253579,1.3615082176746
"151","summer","Lasioglossum","quebecense",2,0.0317460317460317,0.204498977505113,0.194501173953514
"152","summer","Lasioglossum","species",7,0.119047619047619,0.715746421267894,0.729379402325678
"153","summer","Lasioglossum","subviridatum",2,0.0714285714285714,0.204498977505113,0.437627641395407
"154","summer","Lasioglossum","truncatum",2,0.0317460317460317,0.204498977505113,0.194501173953514
"155","summer","Lasioglossum","versans",4,0.0833333333333333,0.408997955010225,0.510565581627975
"156","summer","Lasioglossum","versatum",86,1.4047619047619,8.79345603271984,8.606676947443
"157","summer","Lasioglossum","weemsi",3,0.0476190476190476,0.306748466257669,0.291751760930271
"158","summer","Lasioglossum","zephyrum",10,0.158730158730159,1.02249488752556,0.972505869767571
"159","summer","Lasioglossum","zonulum",9,0.148809523809524,0.920245398773006,0.911724252907098
"160","summer","Megachile","albitarsis",2,0.0317460317460317,0.204498977505113,0.194501173953514
"161","summer","Megachile","gemula",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"162","summer","Megachile","latimarus",2,0.0317460317460317,0.204498977505113,0.194501173953514
"163","summer","Megachile","montivaga",2,0.0317460317460317,0.204498977505113,0.194501173953514
"164","summer","Megachile","relativa",3,0.0476190476190476,0.306748466257669,0.291751760930271
"165","summer","Megachile","texana",2,0.0317460317460317,0.204498977505113,0.194501173953514
"166","summer","Melissodes","apicatus",7,0.111111111111111,0.715746421267894,0.6807541088373
"167","summer","Melissodes","bimaculatus",24,0.388888888888889,2.45398773006135,2.38263938093055
"168","summer","Melissodes","desponsa",26,0.41468253968254,2.65848670756646,2.54067158476778
"169","summer","Melissodes","trinodis",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"170","summer","Nomada","bidentate1",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"171","summer","Nomada","bidentate4",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"172","summer","Nomada","luteoloides",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"173","summer","Osmia","atriventris",1,0.0178571428571429,0.102249488752556,0.109406910348852
"174","summer","Osmia","texana",2,0.0337301587301587,0.204498977505113,0.206657497325609
"175","summer","Peponapis","pruinosa",69,1.09920634920635,7.05521472392638,6.73460314814043
"176","summer","Perdita","maculigera",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"177","summer","Sphecodes","clematidis",2,0.0476190476190476,0.204498977505113,0.291751760930271
"178","summer","Sphecodes","galerus",1,0.0158730158730159,0.102249488752556,0.0972505869767571
"179","summer","Sphecodes","mandibularis",1,0.0158730158730159,0.102249488752556,0.0972505869767571
